transaction_id,user_id,product_id,timestamp
31,17,935,2023-09-22
31,17,1475,2023-09-11
32,4738,831,2023-01-23
32,4738,310,2023-11-11
32,4738,555,2023-12-06
33,2359,324,2023-05-31
33,2359,885,2023-07-12
34,1687,748,2023-06-25
34,1687,191,2023-07-28
35,284,465,2023-12-26
35,284,118,2023-04-07
36,2777,1003,2023-04-27
36,2777,763,2023-05-09
36,2777,1117,2023-08-19
37,3705,791,2023-05-10
37,3705,548,2023-09-18
37,3705,118,2023-04-13
38,2129,867,2023-09-17
38,2129,998,2023-06-17
38,2129,1347,2023-07-29
38,2129,739,2023-09-24
39,4956,381,2023-12-17
39,4956,831,2023-02-26
39,4956,555,2023-03-28
39,4956,310,2023-10-10
40,4124,1147,2023-11-04
40,4124,153,2023-02-22
40,4124,358,2023-04-11
41,3529,299,2023-02-05
41,3529,870,2023-01-25
41,3529,1485,2023-05-11
42,268,1231,2023-09-13
42,268,95,2023-09-24
43,601,423,2023-08-18
43,601,558,2023-08-02
43,601,1309,2023-09-07
44,2052,766,2023-04-27
44,2052,863,2023-11-11
44,2052,503,2023-09-04
44,2052,1443,2023-05-13
45,1467,558,2023-02-13
45,1467,423,2023-05-03
45,1467,1309,2023-06-15
46,315,195,2023-01-20
46,315,1435,2023-12-15
46,315,1372,2023-09-04
47,708,282,2023-09-26
47,708,388,2023-12-15
48,1430,1022,2023-12-18
48,1430,423,2023-08-27
49,1093,495,2023-06-22
49,1093,1180,2023-03-05
49,1093,1129,2023-09-08
49,1093,406,2023-12-14
50,318,186,2023-12-05
50,318,984,2023-01-01
50,318,595,2023-12-22
51,3385,1483,2023-05-03
51,3385,659,2023-10-26
51,3385,18,2023-07-30
52,4363,365,2023-02-15
52,4363,538,2023-11-09
52,4363,1475,2023-06-19
52,4363,1273,2023-10-05
53,1655,1452,2023-08-23
53,1655,1365,2023-10-25
54,4680,565,2023-09-10
54,4680,433,2023-01-07
55,59,408,2023-12-27
55,59,1231,2023-12-14
55,59,477,2023-09-03
55,59,987,2023-07-28
56,3850,779,2023-07-17
56,3850,1336,2023-12-29
57,4722,330,2023-05-21
57,4722,896,2023-12-31
58,1933,558,2023-12-29
58,1933,423,2023-07-29
58,1933,1309,2023-01-31
59,4486,65,2023-11-15
59,4486,1003,2023-01-28
59,4486,654,2023-09-19
59,4486,119,2023-05-24
60,3317,1156,2023-02-16
60,3317,794,2023-06-19
61,4832,948,2023-12-08
61,4832,499,2023-02-27
62,705,356,2023-06-18
62,705,1448,2023-05-27
62,705,1460,2023-06-24
63,2917,896,2023-08-28
63,2917,592,2023-06-28
63,2917,1115,2023-10-23
64,1936,1297,2023-09-02
64,1936,68,2023-03-03
64,1936,987,2023-06-14
65,4459,979,2023-06-29
65,4459,163,2023-11-05
65,4459,553,2023-03-29
66,4174,605,2023-03-29
66,4174,288,2023-06-05
66,4174,517,2023-10-03
66,4174,264,2023-10-01
67,226,1115,2023-01-01
67,226,33,2023-04-10
67,226,798,2023-09-26
67,226,1170,2023-03-02
68,56,434,2023-08-05
68,56,97,2023-08-25
68,56,141,2023-03-19
68,56,589,2023-08-27
69,485,169,2023-08-06
69,485,719,2023-01-06
70,1612,648,2023-08-27
70,1612,1118,2023-06-30
71,485,1494,2023-08-01
71,485,1020,2023-01-18
72,1864,248,2023-07-25
72,1864,979,2023-04-16
73,4260,432,2023-02-09
73,4260,592,2023-12-01
73,4260,1035,2023-10-02
74,2095,761,2023-04-14
74,2095,1260,2023-09-22
74,2095,164,2023-04-20
75,3491,619,2023-04-26
75,3491,239,2023-07-01
75,3491,1107,2023-12-01
75,3491,1176,2023-06-14
76,994,682,2023-03-29
76,994,68,2023-09-06
77,3774,555,2023-07-12
77,3774,381,2023-06-22
78,4206,555,2023-10-28
78,4206,310,2023-12-10
78,4206,381,2023-11-23
78,4206,831,2023-05-08
79,4729,1179,2023-01-23
79,4729,1106,2023-10-16
80,1692,348,2023-09-28
80,1692,1161,2023-08-12
80,1692,174,2023-01-15
80,1692,418,2023-01-20
81,84,1452,2023-09-21
81,84,1404,2023-06-23
82,4312,1164,2023-03-04
82,4312,399,2023-07-14
83,235,516,2023-04-16
83,235,544,2023-01-23
84,4912,1167,2023-07-29
84,4912,209,2023-11-27
84,4912,578,2023-10-17
85,1165,1217,2023-10-15
85,1165,881,2023-02-12
85,1165,416,2023-08-02
86,1576,993,2023-07-10
86,1576,110,2023-04-29
87,2521,457,2023-07-26
87,2521,1117,2023-06-02
88,3007,139,2023-09-02
88,3007,109,2023-05-21
88,3007,1002,2023-03-20
88,3007,1308,2023-05-13
89,2093,1464,2023-02-04
89,2093,993,2023-04-20
89,2093,496,2023-05-01
89,2093,110,2023-04-26
90,2647,798,2023-12-30
90,2647,449,2023-03-06
90,2647,896,2023-01-25
91,4170,1304,2023-03-03
91,4170,398,2023-11-24
92,4778,908,2023-02-26
92,4778,65,2023-02-14
92,4778,457,2023-03-11
92,4778,654,2023-07-09
93,2411,1164,2023-05-25
93,2411,444,2023-11-25
94,4455,433,2023-04-27
94,4455,753,2023-12-10
95,4586,879,2023-12-16
95,4586,665,2023-11-01
95,4586,732,2023-10-02
96,4116,58,2023-03-24
96,4116,1278,2023-09-18
96,4116,370,2023-01-02
97,2756,1120,2023-09-06
97,2756,1119,2023-03-02
97,2756,601,2023-05-11
97,2756,644,2023-05-31
98,461,807,2023-09-12
98,461,546,2023-09-02
98,461,370,2023-04-30
98,461,839,2023-09-20
99,4990,1410,2023-02-07
99,4990,63,2023-10-18
99,4990,19,2023-08-13
100,1048,310,2023-10-08
100,1048,381,2023-10-21
101,4160,263,2023-11-27
101,4160,1331,2023-03-30
101,4160,390,2023-04-04
101,4160,298,2023-02-14
102,2876,578,2023-09-30
102,2876,1049,2023-11-12
102,2876,1309,2023-09-20
103,168,942,2023-06-22
103,168,1498,2023-05-26
103,168,1417,2023-12-22
104,4419,791,2023-04-26
104,4419,1336,2023-05-28
104,4419,1005,2023-11-18
104,4419,481,2023-09-25
105,3694,1319,2023-05-05
105,3694,997,2023-06-24
105,3694,503,2023-08-28
106,2694,1337,2023-06-04
106,2694,552,2023-07-10
106,2694,463,2023-05-02
107,4161,558,2023-01-21
107,4161,1049,2023-04-28
107,4161,1022,2023-12-28
107,4161,1309,2023-08-18
108,318,1125,2023-11-02
108,318,592,2023-03-23
109,3210,1263,2023-07-26
109,3210,654,2023-02-01
110,4037,61,2023-12-22
110,4037,1233,2023-05-27
111,3958,1434,2023-03-22
111,3958,395,2023-06-21
111,3958,725,2023-01-28
112,1830,99,2023-08-06
112,1830,533,2023-03-08
113,4174,966,2023-09-10
113,4174,1278,2023-04-06
113,4174,1045,2023-04-07
113,4174,1093,2023-10-03
114,3540,423,2023-12-07
114,3540,1309,2023-10-31
114,3540,683,2023-06-13
115,4689,1233,2023-08-21
115,4689,1069,2023-02-07
116,4377,161,2023-03-29
116,4377,1476,2023-03-17
116,4377,1149,2023-11-30
117,347,1493,2023-06-01
117,347,204,2023-03-12
117,347,616,2023-07-14
118,2136,299,2023-06-23
118,2136,1,2023-01-06
118,2136,292,2023-08-18
119,3383,1464,2023-06-17
119,3383,1095,2023-07-31
119,3383,496,2023-01-01
119,3383,110,2023-06-01
120,1492,245,2023-11-02
120,1492,360,2023-07-16
120,1492,864,2023-12-23
120,1492,586,2023-11-16
121,173,214,2023-11-15
121,173,1164,2023-09-03
122,4597,240,2023-01-16
122,4597,493,2023-02-02
122,4597,697,2023-09-24
123,1290,432,2023-09-21
123,1290,877,2023-05-05
124,4498,182,2023-09-12
124,4498,687,2023-08-13
124,4498,1129,2023-08-20
125,4907,1354,2023-09-18
125,4907,356,2023-11-26
125,4907,444,2023-12-06
125,4907,239,2023-03-12
126,577,79,2023-03-18
126,577,235,2023-10-11
127,4896,810,2023-02-23
127,4896,920,2023-12-04
127,4896,5,2023-12-19
127,4896,150,2023-01-03
128,3650,1452,2023-11-08
128,3650,1404,2023-07-23
128,3650,1365,2023-09-01
129,3979,1452,2023-01-09
129,3979,1365,2023-02-24
129,3979,1404,2023-12-16
130,4846,388,2023-01-27
130,4846,128,2023-08-24
131,4958,791,2023-08-10
131,4958,223,2023-01-28
132,2154,580,2023-02-07
132,2154,430,2023-03-29
132,2154,225,2023-04-13
133,1663,1392,2023-06-04
133,1663,154,2023-01-18
133,1663,1266,2023-10-04
133,1663,573,2023-03-05
134,780,1365,2023-04-09
134,780,1404,2023-08-16
134,780,1452,2023-09-13
135,3654,971,2023-03-17
135,3654,45,2023-07-31
135,3654,413,2023-06-19
135,3654,416,2023-07-09
136,1761,1392,2023-10-21
136,1761,1450,2023-10-16
137,3103,323,2023-06-03
137,3103,1471,2023-08-26
137,3103,1059,2023-03-05
137,3103,87,2023-11-06
138,2596,285,2023-02-06
138,2596,1215,2023-02-11
139,4071,1299,2023-02-18
139,4071,1305,2023-11-23
139,4071,1096,2023-08-02
139,4071,208,2023-09-06
140,1933,280,2023-03-11
140,1933,1157,2023-01-26
140,1933,582,2023-09-01
141,171,110,2023-10-04
141,171,1095,2023-10-30
141,171,1464,2023-06-03
142,1052,562,2023-02-26
142,1052,1172,2023-12-03
142,1052,85,2023-11-19
143,2749,520,2023-01-24
143,2749,397,2023-02-23
144,4141,1404,2023-04-15
144,4141,1452,2023-12-17
144,4141,1365,2024-01-01
145,4783,149,2023-12-18
145,4783,855,2023-05-13
145,4783,799,2023-06-28
146,340,1365,2023-02-13
146,340,1452,2023-08-31
147,3325,1020,2023-09-01
147,3325,395,2023-12-02
147,3325,725,2023-08-03
148,3456,1020,2023-11-24
148,3456,725,2023-08-20
148,3456,395,2023-01-24
148,3456,260,2023-03-24
149,322,877,2023-10-23
149,322,1307,2023-09-17
150,1006,1444,2023-08-10
150,1006,906,2023-05-26
150,1006,433,2023-10-23
151,441,661,2023-10-04
151,441,6,2023-06-05
151,441,1256,2023-12-01
152,4073,1336,2023-12-18
152,4073,791,2023-12-20
152,4073,259,2023-02-04
153,196,798,2023-09-25
153,196,695,2023-12-22
153,196,1307,2023-07-21
153,196,1366,2023-12-19
154,4359,1464,2023-03-27
154,4359,70,2023-11-30
155,3947,324,2023-09-20
155,3947,444,2023-10-17
155,3947,399,2023-01-23
156,1987,885,2023-11-10
156,1987,1448,2023-11-21
156,1987,399,2023-09-26
156,1987,1192,2023-05-05
157,1486,153,2023-08-30
157,1486,32,2023-03-30
157,1486,739,2023-10-13
157,1486,527,2023-07-21
158,2338,592,2023-03-01
158,2338,1340,2023-10-17
158,2338,877,2023-05-25
159,384,671,2023-07-02
159,384,891,2023-10-29
159,384,711,2023-09-23
160,2105,432,2023-06-09
160,2105,798,2023-04-21
160,2105,1170,2023-04-14
161,422,1498,2023-09-15
161,422,313,2023-04-24
161,422,40,2023-03-04
162,2220,1309,2023-02-16
162,2220,1022,2023-03-20
162,2220,558,2023-10-30
162,2220,1167,2023-04-01
163,3885,1365,2023-06-02
163,3885,1404,2023-04-28
163,3885,1452,2023-10-09
164,588,753,2023-01-13
164,588,1138,2023-03-05
164,588,477,2023-04-25
164,588,516,2023-04-29
165,2575,1309,2023-09-17
165,2575,578,2023-01-11
165,2575,209,2023-06-27
165,2575,1167,2023-02-06
166,4675,1404,2023-05-01
166,4675,1365,2023-02-16
167,665,565,2023-08-11
167,665,544,2023-03-07
167,665,448,2023-01-10
167,665,987,2023-12-02
168,33,401,2023-12-31
168,33,766,2023-01-04
169,1826,57,2023-05-20
169,1826,110,2023-10-31
169,1826,1095,2023-07-23
169,1826,993,2023-06-15
170,1756,1017,2023-01-10
170,1756,710,2023-11-01
171,4583,423,2023-03-02
171,4583,1022,2023-02-06
171,4583,683,2023-04-03
172,1738,1365,2023-02-27
172,1738,1404,2023-04-12
172,1738,1452,2023-10-26
173,4073,520,2023-06-15
173,4073,614,2023-07-05
173,4073,1145,2023-01-08
173,4073,807,2023-05-16
174,1809,899,2023-12-17
174,1809,541,2023-06-06
174,1809,1348,2023-08-16
174,1809,1121,2023-07-20
175,2198,1491,2023-07-08
175,2198,1171,2023-07-08
175,2198,505,2023-12-11
176,1980,216,2023-03-14
176,1980,1287,2023-03-19
177,3454,1139,2023-12-13
177,3454,553,2023-04-12
178,1967,68,2023-04-10
178,1967,746,2023-07-11
178,1967,1042,2023-08-31
179,3080,5,2023-01-29
179,3080,810,2023-12-28
179,3080,1258,2023-02-20
180,3485,619,2023-11-06
180,3485,399,2023-12-28
180,3485,1460,2023-04-21
181,1494,520,2023-08-03
181,1494,58,2023-06-22
181,1494,966,2023-11-21
182,4847,201,2023-05-11
182,4847,166,2023-06-07
182,4847,539,2023-11-28
183,1754,175,2023-04-14
183,1754,9,2023-01-09
183,1754,244,2023-03-24
183,1754,1233,2023-12-10
184,4748,864,2023-08-12
184,4748,1212,2023-03-14
184,4748,952,2023-08-11
185,1848,940,2023-04-01
185,1848,52,2023-09-26
185,1848,50,2023-05-06
186,1485,381,2023-01-09
186,1485,555,2023-10-04
187,4929,448,2023-11-12
187,4929,402,2023-12-05
188,155,205,2023-03-09
188,155,689,2023-11-03
188,155,274,2023-02-18
189,593,674,2023-02-11
189,593,714,2023-11-09
189,593,358,2023-08-09
189,593,75,2023-10-24
190,827,60,2023-08-15
190,827,298,2023-07-11
190,827,1441,2023-03-01
190,827,252,2023-09-08
191,1673,645,2023-08-27
191,1673,1136,2023-01-31
192,3232,399,2023-12-29
192,3232,1176,2023-09-26
192,3232,214,2023-11-06
193,2755,683,2023-02-11
193,2755,1167,2023-02-28
193,2755,1022,2023-11-02
194,4232,437,2023-10-22
194,4232,1174,2023-04-14
194,4232,483,2023-01-13
195,3135,216,2023-04-16
195,3135,98,2023-01-31
195,3135,870,2023-07-14
195,3135,698,2023-04-14
196,3539,33,2023-11-03
196,3539,84,2023-02-21
196,3539,592,2023-12-24
196,3539,499,2023-06-21
197,3072,986,2023-04-12
197,3072,1417,2023-01-13
198,2487,271,2023-02-05
198,2487,1137,2023-10-04
198,2487,249,2023-01-14
198,2487,996,2023-08-23
199,1301,322,2023-10-01
199,1301,1300,2023-12-08
199,1301,464,2023-08-09
200,1527,381,2023-03-31
200,1527,831,2023-01-13
200,1527,555,2023-08-06
201,4069,886,2023-06-23
201,4069,452,2023-06-09
201,4069,752,2023-07-05
201,4069,762,2023-01-18
202,602,70,2023-02-25
202,602,496,2023-12-30
203,1947,488,2023-04-18
203,1947,1048,2023-07-21
203,1947,1395,2023-01-28
203,1947,1224,2023-03-29
204,4993,831,2023-06-28
204,4993,555,2023-06-04
204,4993,381,2023-08-09
205,10,114,2023-09-05
205,10,1289,2023-06-13
205,10,502,2023-03-08
205,10,1256,2023-10-23
206,4239,1076,2023-07-09
206,4239,953,2023-04-25
206,4239,709,2023-08-05
206,4239,939,2023-08-11
207,4955,1269,2023-09-20
207,4955,1324,2023-09-14
207,4955,478,2023-08-21
208,4723,1464,2023-04-06
208,4723,57,2023-08-15
209,4807,831,2023-09-09
209,4807,310,2023-09-20
209,4807,555,2024-01-01
209,4807,381,2023-09-14
210,4584,415,2023-04-23
210,4584,687,2023-12-11
211,4714,387,2023-03-08
211,4714,66,2023-03-09
211,4714,405,2023-08-25
212,2812,746,2023-09-03
212,2812,408,2023-05-20
213,4728,831,2023-07-13
213,4728,310,2023-05-01
213,4728,555,2023-02-05
213,4728,381,2023-12-22
214,4746,564,2023-05-18
214,4746,551,2023-07-14
214,4746,1109,2023-07-21
215,1409,331,2023-01-24
215,1409,1074,2023-05-14
216,2346,1392,2023-12-31
216,2346,457,2023-03-26
216,2346,654,2023-06-09
216,2346,1266,2023-09-14
217,2479,259,2023-12-04
217,2479,603,2023-08-24
218,3929,360,2023-01-26
218,3929,867,2023-09-05
218,3929,358,2023-08-07
219,1293,1496,2023-01-26
219,1293,1314,2023-09-10
219,1293,940,2023-03-09
220,2132,110,2023-04-28
220,2132,57,2023-06-05
221,1470,648,2023-11-13
221,1470,665,2023-07-07
222,1372,310,2023-10-25
222,1372,831,2023-04-05
223,3302,1452,2023-03-31
223,3302,1365,2023-11-22
223,3302,1404,2023-04-14
224,2331,816,2023-03-23
224,2331,37,2023-02-02
224,2331,687,2023-09-20
224,2331,160,2023-02-07
225,1456,295,2023-11-17
225,1456,63,2023-06-22
226,3805,683,2023-10-28
226,3805,578,2023-02-25
226,3805,209,2023-06-21
226,3805,1049,2023-10-23
227,2955,300,2023-09-15
227,2955,1161,2023-03-20
228,3638,1359,2023-08-13
228,3638,879,2023-04-27
228,3638,398,2023-02-11
229,4298,1065,2023-05-19
229,4298,263,2023-10-15
229,4298,1143,2023-08-21
230,727,616,2023-06-17
230,727,829,2023-09-05
231,2465,642,2023-11-11
231,2465,1148,2023-04-23
231,2465,144,2023-02-03
231,2465,320,2023-12-22
232,414,958,2023-07-27
232,414,616,2023-10-16
232,414,10,2023-07-19
232,414,642,2023-01-25
233,170,1137,2023-06-22
233,170,1420,2023-07-06
234,2388,357,2023-02-23
234,2388,1495,2023-08-14
235,725,1452,2023-06-05
235,725,1404,2023-06-09
236,1663,193,2023-04-07
236,1663,1456,2023-01-14
236,1663,1191,2023-08-09
237,4911,779,2023-06-11
237,4911,473,2023-02-08
237,4911,465,2023-08-18
238,4140,266,2023-05-12
238,4140,1218,2023-06-02
239,2847,633,2023-05-03
239,2847,131,2023-12-31
239,2847,1474,2023-02-04
240,2160,347,2023-10-19
240,2160,1005,2023-08-17
240,2160,223,2023-02-03
240,2160,465,2023-12-13
241,5,206,2023-12-07
241,5,1442,2023-07-10
242,3295,1136,2023-05-28
242,3295,83,2023-12-13
242,3295,753,2023-05-17
242,3295,1390,2023-06-28
243,4176,1331,2023-02-06
243,4176,898,2023-02-17
244,4204,646,2023-12-03
244,4204,612,2023-11-11
244,4204,353,2023-04-24
245,4912,588,2023-07-27
245,4912,740,2023-10-05
246,3329,114,2023-11-15
246,3329,661,2023-04-16
246,3329,1016,2023-05-02
246,3329,421,2023-05-26
247,49,1387,2023-04-07
247,49,1214,2023-09-26
247,49,1328,2023-09-05
248,188,324,2023-02-03
248,188,444,2023-11-12
248,188,885,2023-12-16
248,188,356,2024-01-01
249,330,381,2023-09-11
249,330,831,2023-02-26
249,330,555,2023-03-08
250,979,721,2023-05-16
250,979,635,2023-03-04
250,979,439,2023-06-29
250,979,397,2023-08-15
251,2722,1465,2023-10-18
251,2722,479,2023-12-15
251,2722,318,2023-11-20
251,2722,743,2023-08-04
252,3881,356,2023-07-16
252,3881,409,2023-09-03
252,3881,1164,2023-02-23
252,3881,1448,2023-04-26
253,3100,683,2023-11-17
253,3100,423,2023-06-10
253,3100,1049,2023-06-01
253,3100,578,2023-03-09
254,3920,1401,2023-10-29
254,3920,166,2023-01-02
254,3920,1283,2023-09-11
254,3920,244,2023-10-21
255,806,1495,2023-11-02
255,806,66,2023-10-13
255,806,930,2023-12-15
255,806,348,2023-09-01
256,342,1167,2023-03-20
256,342,1309,2023-02-13
256,342,558,2023-11-03
257,4457,1494,2023-07-08
257,4457,1020,2023-06-04
258,3404,1458,2023-05-31
258,3404,1117,2023-03-29
259,4419,1109,2023-07-18
259,4419,235,2023-04-10
259,4419,946,2023-12-06
260,2877,239,2023-11-17
260,2877,1054,2023-07-22
260,2877,1164,2023-01-24
261,928,1317,2023-02-06
261,928,34,2023-12-17
261,928,1088,2023-11-02
262,2417,1365,2023-06-24
262,2417,1404,2023-01-19
262,2417,1452,2023-06-05
263,468,1021,2023-04-01
263,468,777,2023-06-07
263,468,1362,2023-07-24
263,468,951,2023-02-24
264,88,620,2023-04-06
264,88,762,2023-03-10
264,88,426,2023-12-10
265,4990,780,2023-01-19
265,4990,1242,2023-01-20
265,4990,155,2023-12-14
266,4699,1029,2023-05-28
266,4699,1074,2023-04-15
266,4699,748,2023-02-23
266,4699,1212,2023-01-12
267,1632,578,2023-04-27
267,1632,1167,2023-01-11
267,1632,683,2023-03-22
268,1690,1049,2023-11-30
268,1690,558,2023-12-18
268,1690,683,2023-02-05
268,1690,209,2023-09-01
269,2924,1365,2023-08-13
269,2924,1404,2023-03-12
270,4436,595,2023-01-31
270,4436,643,2023-01-28
271,2193,1404,2023-07-20
271,2193,1452,2023-02-25
271,2193,1365,2023-06-09
272,1169,187,2023-05-13
272,1169,1226,2023-02-23
272,1169,1283,2023-10-26
272,1169,478,2023-10-05
273,232,1210,2023-07-12
273,232,654,2023-03-16
274,4455,1472,2023-12-28
274,4455,44,2023-06-04
274,4455,934,2023-04-20
274,4455,755,2023-03-15
275,571,910,2023-01-14
275,571,42,2023-06-07
275,571,882,2023-05-22
276,1091,347,2023-11-11
276,1091,852,2023-12-09
276,1091,14,2023-05-06
277,1671,57,2023-04-20
277,1671,1464,2023-03-31
277,1671,1246,2023-11-14
278,35,214,2023-12-31
278,35,1448,2023-11-04
279,4769,571,2023-11-01
279,4769,1351,2023-11-08
280,1715,209,2023-03-05
280,1715,423,2023-05-21
280,1715,1049,2023-05-23
280,1715,683,2023-10-16
281,4139,1431,2023-07-18
281,4139,166,2023-11-09
281,4139,845,2023-06-05
281,4139,391,2023-06-13
282,4677,1340,2023-01-03
282,4677,877,2023-07-01
283,4275,1448,2023-09-24
283,4275,1176,2023-09-06
284,2746,548,2023-09-15
284,2746,1336,2023-01-13
284,2746,347,2023-09-19
284,2746,791,2023-11-13
285,4120,662,2023-12-12
285,4120,597,2023-04-15
285,4120,339,2023-09-09
286,3370,356,2023-12-18
286,3370,1354,2023-03-27
286,3370,1107,2023-05-26
287,849,1022,2023-07-26
287,849,683,2023-02-15
287,849,209,2023-01-22
287,849,578,2023-05-13
288,1463,360,2023-07-22
288,1463,1074,2023-07-17
288,1463,122,2023-07-06
289,2699,1354,2023-07-02
289,2699,214,2023-04-17
289,2699,1460,2023-03-09
289,2699,1192,2023-11-27
290,1649,496,2023-06-07
290,1649,110,2023-02-19
291,1300,548,2023-11-06
291,1300,118,2023-08-23
292,2221,310,2023-09-04
292,2221,381,2023-10-31
293,4730,439,2023-03-19
293,4730,653,2023-03-31
293,4730,839,2023-01-22
294,4609,1164,2023-01-28
294,4609,324,2023-10-25
294,4609,1192,2023-12-09
295,1148,899,2023-10-04
295,1148,1037,2023-05-04
295,1148,1304,2023-06-15
295,1148,788,2023-02-03
296,818,546,2023-02-24
296,818,115,2023-11-21
296,818,635,2023-12-14
296,818,520,2023-09-20
297,1457,473,2023-06-03
297,1457,1336,2023-07-07
298,2657,295,2023-08-09
298,2657,853,2023-09-18
298,2657,1495,2023-02-17
298,2657,1099,2023-02-22
299,375,429,2023-12-20
299,375,147,2023-05-17
299,375,898,2023-12-12
299,375,266,2023-11-13
300,3088,1434,2023-11-29
300,3088,395,2023-08-20
300,3088,725,2023-12-14
300,3088,1020,2023-07-06
301,4931,653,2023-01-12
301,4931,1145,2023-05-20
302,4192,1494,2023-09-30
302,4192,395,2023-02-02
302,4192,1434,2023-06-11
303,2962,58,2023-03-17
303,2962,1045,2023-02-22
304,247,791,2023-08-29
304,247,473,2023-06-14
304,247,852,2023-02-25
305,5,1006,2023-02-01
305,5,1403,2023-01-23
305,5,1469,2023-09-14
306,4346,73,2023-04-28
306,4346,602,2023-09-30
307,2429,282,2023-09-01
307,2429,86,2023-01-05
307,2429,120,2023-12-24
308,2681,1014,2023-07-01
308,2681,1082,2023-07-26
308,2681,1223,2023-04-09
308,2681,201,2023-05-10
309,1635,76,2023-05-21
309,1635,808,2023-04-24
310,938,1365,2023-02-01
310,938,1452,2023-10-02
310,938,1404,2023-12-18
311,1465,941,2023-04-07
311,1465,340,2023-10-09
311,1465,764,2023-03-01
311,1465,1109,2023-09-09
312,4286,1246,2023-11-24
312,4286,70,2023-11-09
313,4024,1365,2023-01-12
313,4024,1404,2023-12-12
314,833,465,2023-11-28
314,833,14,2023-06-01
315,651,1365,2023-09-27
315,651,1404,2023-01-11
315,651,1452,2023-01-01
316,3276,253,2023-01-22
316,3276,543,2023-10-12
317,3738,95,2023-09-07
317,3738,1375,2023-09-16
318,1985,171,2023-01-24
318,1985,932,2023-05-12
318,1985,38,2023-04-25
319,4146,330,2023-03-17
319,4146,206,2023-02-02
320,3629,779,2023-07-25
320,3629,473,2023-03-04
320,3629,347,2023-11-28
321,2955,381,2023-02-05
321,2955,310,2023-12-13
321,2955,555,2023-09-20
321,2955,831,2023-11-20
322,3714,588,2023-07-25
322,3714,442,2023-02-14
322,3714,711,2023-08-12
322,3714,713,2023-07-12
323,3465,51,2023-01-02
323,3465,441,2023-01-02
323,3465,1126,2023-06-15
323,3465,579,2023-04-12
324,790,740,2023-05-23
324,790,69,2023-03-07
325,4135,324,2023-08-30
325,4135,270,2023-05-03
325,4135,214,2023-02-27
326,1552,1188,2023-09-26
326,1552,478,2023-03-08
327,1734,1029,2023-03-17
327,1734,815,2023-04-14
327,1734,806,2023-03-22
328,2127,206,2023-03-13
328,2127,125,2023-12-31
329,1122,349,2023-09-01
329,1122,1376,2023-03-30
330,408,1020,2023-08-03
330,408,1434,2023-04-21
330,408,395,2023-01-26
330,408,260,2023-12-19
331,3155,427,2023-06-03
331,3155,1492,2023-10-24
331,3155,1218,2023-09-06
332,2744,1355,2023-06-21
