transaction_id,product_id
256,52
257,52
258,52
259,52
260,52
261,53
262,53
263,53
264,53
265,53
266,54
266,1362
266,18906
266,19107
266,15378
266,5147
267,54
267,1332
267,17970
267,7400
267,15047
267,6312
267,4124
268,54
268,17606
268,14665
268,10486
268,14811
268,4890
269,54
269,19096
269,1030
269,10425
269,15014
269,7037
269,13689
270,54
270,19280
270,18915
270,347
270,14848
270,6634
271,55
272,55
273,55
274,55
275,55
276,56
276,18258
276,7733
276,1768
276,15014
276,5700
276,4954
277,56
277,19331
277,18480
277,17943
277,15026
277,5892
278,56
278,9475
278,14914
278,18800
278,15381
278,5268
278,5792
279,56
279,9475
279,18487
279,19403
279,15388
279,6516
280,56
280,12239
280,15240
280,13657
280,15046
280,4150
280,7311
281,57
281,19140
281,7720
281,1768
281,15381
281,4973
282,57
282,12228
282,18489
282,7657
282,15313
282,4495
283,57
283,1382
283,18288
283,9114
283,15219
283,6970
284,57
284,10738
284,14753
284,6588
284,15313
284,6026
285,57
285,19260
285,14668
285,18802
285,15202
285,4248
286,58
286,12745
286,7733
286,13697
286,14834
286,6683
286,5567
287,58
287,1335
287,18489
287,19123
287,15320
287,4394
288,58
288,19086
288,7826
288,13691
288,14654
288,5762
289,58
289,17915
289,18492
289,19076
289,14844
289,7403
289,6951
290,58
290,346
290,1030
290,9644
290,14649
290,6090
291,59
291,18836
291,18493
291,1255
291,15008
291,4835
292,59
292,12233
292,7720
292,19081
292,15320
292,6104
292,6297
293,59
293,19337
293,7746
293,767
293,15313
293,7011
293,4607
294,59
294,19299
294,15900
294,6863
294,15248
294,5580
294,7123
295,59
295,16644
295,15236
295,5910
295,15192
295,5670
295,6600
296,60
297,60
298,60
299,60
300,60
301,61
301,12734
301,1227
301,19076
301,15185
301,10824
302,61
302,19437
302,14667
302,7660
302,15202
302,6946
303,61
303,12240
303,1030
303,6588
303,14906
303,7109
303,6525
304,61
304,10745
304,18488
304,3005
304,14647
304,6144
305,61
305,16640
305,18485
305,13410
305,14834
305,7068
305,4058
306,62
306,12705
306,18915
306,6335
306,15316
306,7277
307,62
307,10738
307,14914
307,1882
307,14841
307,5202
308,62
308,18838
308,14908
308,6466
308,15026
308,6995
309,62
309,19393
309,15113
309,767
309,15393
309,5637
309,15294
310,62
310,10764
310,18913
310,1448
310,15390
310,5062
311,63
311,19343
311,17970
311,19411
311,15308
311,5581
311,4169
312,63
312,19274
312,7933
312,18795
312,14809
312,5612
313,63
313,1335
313,14914
313,12869
313,15265
313,4640
313,6378
314,63
314,12748
314,7720
314,19126
314,19065
314,4449
315,63
315,19434
315,7824
315,19108
315,14841
315,4735
316,64
316,1335
316,14908
316,10023
316,15022
316,7042
317,64
317,12728
317,18906
317,3004
317,14907
317,6600
318,64
318,336
318,14912
318,13697
318,15248
318,7413
319,64
319,19343
319,18479
319,18621
319,19065
319,5865
319,5853
320,64
320,18838
320,18906
320,1784
320,14816
320,5037
321,65
321,1382
321,15236
321,13689
321,15397
321,5208
321,6305
322,65
322,19091
322,18487
322,6588
322,15394
322,6789
322,5782
323,65
323,16640
323,18492
323,9649
323,15397
323,7932
324,65
324,19242
324,7824
324,6597
324,15454
324,4239
325,65
325,19086
325,18911
325,10658
325,14841
325,7401
326,66
326,19282
326,14667
326,329
326,15313
326,4494
326,7099
327,66
327,10745
327,7824
327,19142
327,19149
327,7192
327,19087
328,66
328,19437
328,1246
328,7311
328,15021
328,5065
329,66
329,12728
329,7746
329,330
329,15106
329,5851
330,66
330,19207
330,18911
330,18797
330,14664
330,7331
330,4080
331,67
331,12745
331,3009
331,13399
331,14644
331,5676
332,67
332,12118
332,18485
332,1410
332,15247
332,4714
333,67
333,12557
333,1246
333,1898
333,19065
333,5867
334,67
334,17939
334,18487
334,18696
334,15247
334,6809
334,6259
335,67
335,19437
335,14914
335,7668
335,14833
335,10775
336,68
337,68
338,68
339,68
340,68
341,69
341,9692
341,15945
342,69
342,9704
342,16207
342,7063
343,69
343,7796
343,7063
343,16369
344,69
344,9688
344,15811
344,18560
345,69
345,9691
345,16019
346,70
347,70
348,70
349,70
350,70
351,71
351,9697
351,17676
351,10569
352,71
352,9690
352,18089
353,71
353,9694
353,3441
353,8173
354,71
354,9697
354,11736
354,18385
355,71
355,9690
355,17694
356,72
356,7845
357,72
357,15434
358,72
358,15343
359,72
359,15290
360,72
360,15290
361,73
361,15626
361,3004
361,7678
362,73
362,612
362,1421
363,73
363,10521
363,10425
364,73
364,17591
364,5756
364,19742
365,73
365,19740
365,1847
366,74
367,74
368,74
369,74
370,74
371,75
372,75
373,75
374,75
375,75
376,76
377,76
378,76
379,76
380,76
381,77
382,77
383,77
384,77
385,77
386,78
386,617
387,78
387,605
388,78
388,603
389,78
389,618
390,78
390,601
391,79
392,79
393,79
394,79
395,79
396,80
396,15412
396,14903
396,15755
396,69
396,9691
396,151
396,707
396,18942
397,80
397,18462
397,5504
397,3172
397,69
397,9696
397,14957
397,11250
398,80
398,7976
398,15142
398,15767
398,69
398,9691
398,9955
398,11588
398,18942
399,80
399,10547
399,14689
399,17604
399,69
399,9690
399,5370
399,11633
400,80
400,9898
400,14881
400,6692
400,69
400,9695
400,9071
400,11748
401,81
401,601
402,81
402,603
402,17910
403,81
403,605
404,81
404,619
405,81
405,618
405,617
406,82
407,82
408,82
409,82
410,82
411,83
411,603
411,618
412,83
412,605
412,617
413,83
413,603
414,83
414,617
415,83
415,605
416,84
417,84
418,84
419,84
420,84
421,85
421,15452
421,8218
421,8291
422,85
422,15429
422,8616
423,85
423,15428
423,8774
424,85
424,7860
424,8793
425,85
425,15445
425,8779
425,8894
426,86
427,86
428,86
429,86
430,86
431,87
431,16765
431,14725
431,10945
431,71
431,9696
431,9112
431,699
432,87
432,18398
432,14725
432,15647
432,71
432,9699
432,8704
432,11555
433,87
433,8083
433,15245
433,16204
433,71
433,9692
433,8997
433,11633
434,87
434,18462
434,14646
434,16210
434,71
434,9692
434,15028
434,11262
434,3434
435,87
435,2977
435,3175
435,16043
435,71
435,9690
435,127
435,11514
435,8908
436,88
436,1426
436,14875
436,17736
436,71
436,9700
436,199
436,11375
437,88
437,18558
437,9318
437,15767
437,71
437,9697
437,9082
437,11278
438,88
438,3131
438,3188
438,15666
438,71
438,9700
438,267
438,639
439,88
439,10547
439,17763
439,15818
439,69
439,9704
439,8648
439,11624
440,88
440,3138
440,17758
440,19063
440,71
440,9697
440,8893
440,11612
441,89
441,9704
441,71
442,89
442,9692
442,69
443,89
443,9690
443,69
444,89
444,9688
444,71
445,89
445,9694
445,69
445,9699
446,90
447,90
448,90
449,90
450,90
451,91
451,9694
451,71
451,9699
452,91
452,9690
452,71
452,9695
453,91
453,9699
453,71
453,9697
454,91
454,9688
454,69
454,9704
455,91
455,9704
455,71
455,9692
456,92
457,92
458,92
459,92
460,92
461,93
461,9699
461,71
461,9688
462,93
462,9692
462,69
462,71
463,93
463,9690
463,71
464,93
464,9690
464,71
465,93
465,9702
465,71
465,9704
466,94
466,7796
466,71
467,94
467,9695
467,71
468,94
468,9697
468,69
469,94
469,9700
469,71
470,94
470,9695
470,69
471,95
471,9692
471,69
472,95
472,9692
472,71
473,95
473,9694
473,71
474,95
474,9688
474,69
475,95
475,9696
475,71
476,96
476,2450
476,16394
476,69
477,96
477,14267
477,15630
477,71
477,1038
478,96
478,10656
478,15650
478,69
478,18403
479,96
479,12509
479,3364
479,69
479,12137
480,96
480,14401
480,14825
480,69
481,97
482,97
483,97
484,97
485,97
486,98
486,7796
486,69
487,98
487,9697
487,71
488,98
488,9690
488,69
489,98
489,9692
489,69
489,9697
490,98
490,7796
490,69
491,99
492,99
493,99
494,99
495,99
496,100
496,9690
496,71
497,100
497,9695
497,69
498,100
498,9691
498,69
498,9704
499,100
499,9695
499,71
500,100
500,9696
500,71
500,9702
501,101
501,7796
501,69
502,101
502,9697
502,71
502,9688
503,101
503,9695
503,71
503,9699
504,101
504,9690
504,71
505,101
505,9704
505,71
506,102
507,102
508,102
509,102
510,102
511,103
512,103
513,103
514,103
515,103
516,104
516,9699
516,71
517,104
517,7796
517,71
517,9704
518,104
518,9697
518,71
518,7796
519,104
519,9692
519,71
520,104
520,9704
520,71
521,105
522,105
523,105
524,105
525,105
526,106
527,106
528,106
529,106
530,106
531,107
531,9704
531,71
531,9690
532,107
532,9695
532,69
533,107
533,9697
533,71
534,107
534,9691
534,69
535,107
535,9702
535,71
536,108
537,108
538,108
539,108
540,108
541,109
541,7796
541,69
542,109
542,7796
542,69
543,109
543,9692
543,71
543,69
544,109
544,9692
544,71
545,109
545,9690
545,71
546,110
547,110
548,110
549,110
550,110
551,111
552,111
553,111
554,111
555,111
556,112
556,14459
556,16394
556,69
557,112
557,11896
557,15738
557,69
558,112
558,14526
558,19063
558,69
559,112
559,12181
559,15833
559,69
560,112
560,12733
560,3374
560,71
561,113
562,113
563,113
564,113
565,113
566,114
567,114
568,114
569,114
570,114
571,115
571,9688
571,69
571,9695
572,115
572,9692
572,69
573,115
573,9696
573,71
573,9699
574,115
574,9700
574,71
575,115
575,9690
575,69
576,116
577,116
578,116
579,116
580,116
581,117
581,9699
581,71
582,117
582,9697
582,69
582,9691
583,117
583,9697
583,71
584,117
584,9695
584,71
585,117
585,9697
585,69
586,118
587,118
588,118
589,118
590,118
591,119
592,119
593,119
594,119
595,119
596,120
596,9704
596,69
596,9695
597,120
597,9695
597,71
598,120
598,9688
598,69
599,120
599,9702
599,69
599,9704
600,120
600,9699
600,69
601,121
602,121
603,121
604,121
605,121
606,122
607,122
608,122
609,122
610,122
611,123
612,123
613,123
614,123
615,123
616,124
616,9697
616,69
617,124
617,9688
617,71
618,124
618,9699
618,69
619,124
619,9702
619,71
620,124
620,7796
620,69
621,125
622,125
623,125
624,125
625,125
626,126
627,126
628,126
629,126
630,126
631,127
631,9704
631,71
632,127
632,9697
632,69
632,9691
633,127
633,9694
633,69
633,7796
634,127
634,9695
634,71
635,127
635,7796
635,71
635,9691
636,128
637,128
638,128
639,128
640,128
641,129
642,129
643,129
644,129
645,129
646,130
646,9690
646,69
647,130
647,7796
647,69
647,9696
648,130
648,9702
648,71
648,9697
649,130
649,9702
649,69
649,9699
650,130
650,9688
650,71
650,7796
651,131
651,2702
651,3393
651,71
652,131
652,13744
652,1158
652,69
653,131
653,14227
653,3340
653,71
653,14463
654,131
654,14556
654,3400
654,69
655,131
655,10161
655,6029
655,71
656,132
657,132
658,132
659,132
660,132
661,133
661,9696
661,69
661,71
662,133
662,9697
662,69
663,133
663,9690
663,71
664,133
664,9700
664,71
665,133
665,9688
665,69
666,134
667,134
668,134
669,134
670,134
671,135
671,9692
671,71
672,135
672,9702
672,71
673,135
673,7796
673,71
674,135
674,9697
674,69
675,135
675,9696
675,69
675,9702
676,136
677,136
678,136
679,136
680,136
681,137
682,137
683,137
684,137
685,137
686,138
686,9700
686,69
687,138
687,9694
687,71
688,138
688,9704
688,71
688,9696
689,138
689,9691
689,71
690,138
690,9694
690,71
691,139
691,9690
691,71
691,9702
692,139
692,9699
692,69
692,9688
693,139
693,9694
693,69
693,9692
694,139
694,9702
694,69
695,139
695,7796
695,71
695,9690
696,140
697,140
698,140
699,140
700,140
701,141
702,141
703,141
704,141
705,141
706,142
707,142
708,142
709,142
710,142
711,143
712,143
713,143
714,143
715,143
716,144
716,9700
716,69
717,144
717,9688
717,69
718,144
718,9696
718,69
719,144
719,9691
719,69
719,9692
720,144
720,9692
720,71
721,145
721,7796
721,69
722,145
722,9702
722,71
723,145
723,9695
723,69
724,145
724,9700
724,69
725,145
725,9691
725,69
726,146
727,146
728,146
729,146
730,146
731,147
731,9691
731,71
732,147
732,9697
732,71
733,147
733,9697
733,71
733,7796
734,147
734,9700
734,69
735,147
735,9688
735,71
735,9700
736,148
736,9691
736,71
737,148
737,9691
737,69
738,148
738,9692
738,71
739,148
739,9688
739,71
740,148
740,9700
740,69
740,9702
741,149
741,9690
741,69
741,9700
742,149
742,9696
742,71
743,149
743,9695
743,69
744,149
744,9692
744,69
745,149
745,9704
745,69
746,150
747,150
748,150
749,150
750,150
751,151
751,9700
751,71
752,151
752,9699
752,71
752,9702
753,151
753,9695
753,71
753,7796
754,151
754,9690
754,71
755,151
755,9697
755,71
755,7796
756,152
757,152
758,152
759,152
760,152
761,153
761,9694
761,71
762,153
762,9695
762,69
762,9704
763,153
763,9690
763,71
764,153
764,9700
764,71
765,153
765,9691
765,69
766,154
766,12328
766,16414
766,69
767,154
767,2881
767,16442
767,71
768,154
768,12602
768,3421
768,69
769,154
769,14275
769,15840
769,71
770,154
770,12074
770,3113
770,69
771,155
772,155
773,155
774,155
775,155
776,156
777,156
778,156
779,156
780,156
781,157
781,9690
781,69
782,157
782,9702
782,71
783,157
783,9696
783,69
783,7796
784,157
784,9692
784,69
785,157
785,9688
785,69
785,9692
786,158
787,158
788,158
789,158
790,158
791,159
792,159
793,159
794,159
795,159
796,160
796,9700
796,71
797,160
797,9692
797,71
798,160
798,9700
798,69
799,160
799,9697
799,71
799,9692
800,160
800,7796
800,69
800,9702
801,161
802,161
803,161
804,161
805,161
806,162
807,162
808,162
809,162
810,162
811,163
811,9702
811,71
811,9694
812,163
812,9688
812,69
812,9704
813,163
813,9700
813,71
814,163
814,9692
814,69
814,9695
815,163
815,9699
815,71
816,164
817,164
818,164
819,164
820,164
821,165
821,9697
821,71
822,165
822,9692
822,71
823,165
823,9695
823,71
824,165
824,9699
824,69
824,7796
825,165
825,9691
825,71
825,9690
826,166
827,166
828,166
829,166
830,166
831,167
831,9704
831,69
831,9700
832,167
832,9696
832,71
833,167
833,9697
833,71
834,167
834,7796
834,69
835,167
835,9694
835,71
835,9700
836,168
837,168
838,168
839,168
840,168
841,169
841,10092
841,10813
841,69
842,169
842,14064
842,18392
842,71
843,169
843,13934
843,11760
843,71
843,14308
844,169
844,16663
844,530
844,71
845,169
845,14231
845,7606
845,71
846,170
847,170
848,170
849,170
850,170
851,171
851,9697
851,69
852,171
852,9704
852,69
853,171
853,9690
853,69
854,171
854,7796
854,71
855,171
855,7796
855,71
856,172
856,9700
856,69
857,172
857,7796
857,69
858,172
858,9690
858,69
859,172
859,9694
859,69
859,9690
860,172
860,9702
860,71
861,173
861,9691
861,71
862,173
862,9704
862,71
863,173
863,9694
863,71
864,173
864,9694
864,69
864,9691
865,173
865,9700
865,71
866,174
867,174
868,174
869,174
870,174
871,175
872,175
873,175
874,175
875,175
876,176
877,176
878,176
879,176
880,176
881,177
881,9692
881,69
881,9694
882,177
882,9704
882,69
883,177
883,9696
883,71
884,177
884,9691
884,69
884,9690
885,177
885,9699
885,69
886,178
886,9699
886,71
887,178
887,9699
887,71
888,178
888,9692
888,69
889,178
889,9695
889,71
890,178
890,9688
890,69
891,179
892,179
893,179
894,179
895,179
896,180
896,9694
896,69
896,9702
897,180
897,9700
897,69
897,9696
898,180
898,9697
898,69
899,180
899,9699
899,69
899,9696
900,180
900,9699
900,69
901,181
902,181
903,181
904,181
905,181
906,182
907,182
908,182
909,182
910,182
911,183
912,183
913,183
914,183
915,183
916,184
916,9691
916,69
916,9702
917,184
917,9691
917,71
918,184
918,9704
918,69
919,184
919,9699
919,69
920,184
920,9688
920,69
921,185
922,185
923,185
924,185
925,185
926,186
926,13970
926,3313
926,69
927,186
927,14079
927,3421
927,71
928,186
928,14063
928,11766
928,69
928,3352
929,186
929,2670
929,18482
929,71
930,186
930,14132
930,15457
930,71
931,187
932,187
933,187
934,187
935,187
936,188
937,188
938,188
939,188
940,188
941,189
941,9697
941,69
941,9694
942,189
942,9690
942,71
943,189
943,9696
943,69
943,71
944,189
944,9694
944,69
945,189
945,9694
945,69
945,71
946,190
947,190
948,190
949,190
950,190
951,191
951,9700
951,69
952,191
952,9692
952,71
953,191
953,9704
953,71
954,191
954,9702
954,69
954,9700
955,191
955,9696
955,71
956,192
957,192
958,192
959,192
960,192
961,193
962,193
963,193
964,193
965,193
966,194
966,7796
966,71
966,9691
967,194
967,9690
967,69
968,194
968,9697
968,71
968,9688
969,194
969,9704
969,69
969,9699
970,194
970,9690
970,71
970,9704
971,195
972,195
973,195
974,195
975,195
976,196
976,9700
976,69
976,9691
977,196
977,9699
977,71
977,9692
978,196
978,9691
978,71
979,196
979,7796
979,71
980,196
980,9695
980,69
980,7796
981,197
982,197
983,197
984,197
985,197
986,198
987,198
988,198
989,198
990,198
991,199
991,9699
991,71
992,199
992,9696
992,71
992,9702
993,199
993,9702
993,71
993,9699
994,199
994,9704
994,69
994,7796
995,199
995,9688
995,71
996,200
997,200
998,200
999,200
1000,200
1001,201
1002,201
1003,201
1004,201
1005,201
1006,202
1006,9688
1006,71
1007,202
1007,9700
1007,69
1008,202
1008,9700
1008,71
1009,202
1009,9704
1009,69
1010,202
1010,9700
1010,71
1011,203
1012,203
1013,203
1014,203
1015,203
1016,204
1016,9694
1016,69
1016,9699
1017,204
1017,9690
1017,71
1017,9695
1018,204
1018,9691
1018,71
1019,204
1019,9696
1019,69
1019,71
1020,204
1020,9699
1020,71
1020,9695
1021,205
1021,9690
1021,71
1022,205
1022,7796
1022,69
1023,205
1023,9696
1023,69
1024,205
1024,9704
1024,69
1025,205
1025,9697
1025,69
1026,206
1027,206
1028,206
1029,206
1030,206
1031,207
1032,207
1033,207
1034,207
1035,207
1036,208
1037,208
1038,208
1039,208
1040,208
1041,209
1042,209
1043,209
1044,209
1045,209
1046,210
1047,210
1048,210
1049,210
1050,210
1051,211
1051,9697
1051,71
1052,211
1052,9700
1052,71
1053,211
1053,9692
1053,69
1054,211
1054,9702
1054,69
1054,9691
1055,211
1055,7796
1055,71
1055,9694
1056,212
1057,212
1058,212
1059,212
1060,212
1061,213
1062,213
1063,213
1064,213
1065,213
1066,214
1066,9697
1066,69
1067,214
1067,9704
1067,69
1067,9700
1068,214
1068,9699
1068,69
1069,214
1069,7796
1069,69
1070,214
1070,9704
1070,71
1071,215
1072,215
1073,215
1074,215
1075,215
1076,216
1076,9697
1076,69
1077,216
1077,9688
1077,71
1078,216
1078,7796
1078,69
1079,216
1079,9704
1079,69
1080,216
1080,9704
1080,71
1081,217
1082,217
1083,217
1084,217
1085,217
1086,218
1086,9695
1086,69
1087,218
1087,9699
1087,69
1088,218
1088,7796
1088,71
1088,9695
1089,218
1089,9699
1089,71
1090,218
1090,9688
1090,69
1091,219
1092,219
1093,219
1094,219
1095,219
1096,220
1096,9699
1096,71
1097,220
1097,9692
1097,69
1097,9688
1098,220
1098,9700
1098,69
1098,9702
1099,220
1099,9690
1099,71
1099,9700
1100,220
1100,9697
1100,71
1100,9694
1101,221
1102,221
1103,221
1104,221
1105,221
1106,222
1106,9704
1106,69
1107,222
1107,9691
1107,69
1108,222
1108,9692
1108,71
1109,222
1109,9690
1109,69
1110,222
1110,9704
1110,69
1111,223
1112,223
1113,223
1114,223
1115,223
1116,224
1117,224
1118,224
1119,224
1120,224
1121,225
1121,9704
1121,71
1122,225
1122,9692
1122,71
1123,225
1123,9695
1123,69
1123,9700
1124,225
1124,9694
1124,69
1125,225
1125,9697
1125,69
1126,226
1127,226
1128,226
1129,226
1130,226
1131,227
1131,9695
1131,71
1132,227
1132,9694
1132,71
1133,227
1133,9695
1133,69
1134,227
1134,9694
1134,69
1135,227
1135,9702
1135,69
1136,228
1137,228
1138,228
1139,228
1140,228
1141,229
1142,229
1143,229
1144,229
1145,229
1146,230
1147,230
1148,230
1149,230
1150,230
1151,231
1152,231
1153,231
1154,231
1155,231
1156,232
1157,232
1158,232
1159,232
1160,232
1161,233
1162,233
1163,233
1164,233
1165,233
1166,234
1166,9692
1166,71
1166,9691
1167,234
1167,9700
1167,69
1168,234
1168,9688
1168,71
1169,234
1169,9691
1169,71
1169,9692
1170,234
1170,9691
1170,69
1170,9697
1171,235
1172,235
1173,235
1174,235
1175,235
1176,236
1176,9702
1176,71
1177,236
1177,9692
1177,71
1177,9688
1178,236
1178,9700
1178,71
1179,236
1179,9688
1179,71
1180,236
1180,9690
1180,69
1180,7796
1181,237
1182,237
1183,237
1184,237
1185,237
1186,238
1186,9695
1186,71
1186,9691
1187,238
1187,9690
1187,71
1188,238
1188,9691
1188,71
1189,238
1189,9694
1189,71
1190,238
1190,9696
1190,71
1190,9704
1191,239
1192,239
1193,239
1194,239
1195,239
1196,240
1196,9692
1196,69
1197,240
1197,9704
1197,71
1198,240
1198,9696
1198,69
1198,9692
1199,240
1199,9699
1199,69
1200,240
1200,9691
1200,69
1200,9694
1201,241
1202,241
1203,241
1204,241
1205,241
1206,242
1207,242
1208,242
1209,242
1210,242
1211,243
1212,243
1213,243
1214,243
1215,243
1216,244
1216,9694
1216,71
1217,244
1217,7796
1217,69
1218,244
1218,9699
1218,69
1218,7796
1219,244
1219,9702
1219,71
1220,244
1220,9697
1220,71
1220,9691
1221,245
1222,245
1223,245
1224,245
1225,245
1226,246
1227,246
1228,246
1229,246
1230,246
1231,247
1231,9688
1231,71
1232,247
1232,9690
1232,69
1233,247
1233,9688
1233,71
1233,9697
1234,247
1234,9699
1234,69
1234,9696
1235,247
1235,9688
1235,69
1236,248
1237,248
1238,248
1239,248
1240,248
1241,249
1241,9690
1241,71
1242,249
1242,9697
1242,69
1243,249
1243,9691
1243,71
1244,249
1244,9688
1244,69
1245,249
1245,9694
1245,71
1246,250
1247,250
1248,250
1249,250
1250,250
1251,251
1251,9694
1251,69
1252,251
1252,9699
1252,71
1252,9702
1253,251
1253,9699
1253,71
1254,251
1254,9699
1254,71
1255,251
1255,9704
1255,69
1255,9699
1256,252
1257,252
1258,252
1259,252
1260,252
1261,253
1261,9694
1261,71
1262,253
1262,7796
1262,69
1263,253
1263,9692
1263,71
1264,253
1264,9699
1264,69
1264,9697
1265,253
1265,9694
1265,69
1266,254
1267,254
1268,254
1269,254
1270,254
1271,255
1271,9688
1271,69
1272,255
1272,9697
1272,69
1273,255
1273,9690
1273,69
1274,255
1274,9700
1274,71
1274,9704
1275,255
1275,9704
1275,69
1275,9700
1276,256
1277,256
1278,256
1279,256
1280,256
1281,257
1282,257
1283,257
1284,257
1285,257
1286,258
1287,258
1288,258
1289,258
1290,258
1291,259
1291,9700
1291,71
1292,259
1292,9697
1292,71
1293,259
1293,9694
1293,71
1293,9699
1294,259
1294,9702
1294,69
1294,9690
1295,259
1295,9694
1295,71
1296,260
1296,9691
1296,71
1296,9702
1297,260
1297,9694
1297,69
1298,260
1298,9690
1298,69
1298,9699
1299,260
1299,9694
1299,71
1300,260
1300,9699
1300,69
1300,9704
1301,261
1302,261
1303,261
1304,261
1305,261
1306,262
1306,9702
1306,69
1307,262
1307,9695
1307,69
1307,9699
1308,262
1308,9694
1308,69
1309,262
1309,9695
1309,71
1309,9702
1310,262
1310,9702
1310,71
1310,9691
1311,263
1312,263
1313,263
1314,263
1315,263
1316,264
1316,9696
1316,69
1317,264
1317,9690
1317,71
1318,264
1318,9702
1318,69
1319,264
1319,9696
1319,71
1319,9697
1320,264
1320,9691
1320,71
1320,9692
1321,265
1321,7796
1321,71
1322,265
1322,9699
